(Iter 1650) Batch 1650/192960 (Epoch 1) d_real:0.0123, d_fake:0.0347, g_adv:0.9838, g_l1:2.0568 l1_w: 100.00, btime: 0.3909 s, mbtime: 0.3930 s
(Iter 1700) Batch 1700/192960 (Epoch 1) d_real:0.0117, d_fake:0.0094, g_adv:0.9932, g_l1:2.4271 l1_w: 100.00, btime: 0.3811 s, mbtime: 0.3929 s
(Iter 1750) Batch 1750/192960 (Epoch 1) d_real:0.0208, d_fake:0.0321, g_adv:1.1150, g_l1:2.4736 l1_w: 100.00, btime: 0.3902 s, mbtime: 0.3928 s
(Iter 1800) Batch 1800/192960 (Epoch 1) d_real:0.0110, d_fake:0.0043, g_adv:0.8337, g_l1:1.8809 l1_w: 100.00, btime: 0.3915 s, mbtime: 0.3927 s
(Iter 1850) Batch 1850/192960 (Epoch 1) d_real:0.0116, d_fake:0.0021, g_adv:1.0400, g_l1:1.9187 l1_w: 100.00, btime: 0.3911 s, mbtime: 0.3926 s
(Iter 1900) Batch 1900/192960 (Epoch 1) d_real:0.0180, d_fake:0.0018, g_adv:1.0610, g_l1:1.3565 l1_w: 100.00, btime: 0.3919 s, mbtime: 0.3925 s
(Iter 1950) Batch 1950/192960 (Epoch 1) d_real:0.0059, d_fake:0.0047, g_adv:1.0932, g_l1:2.4834 l1_w: 100.00, btime: 0.3813 s, mbtime: 0.3924 s
(Iter 2000) Batch 2000/192960 (Epoch 1) d_real:0.0163, d_fake:0.0112, g_adv:0.9842, g_l1:2.1655 l1_w: 100.00, btime: 0.3891 s, mbtime: 0.3923 s
(Iter 2050) Batch 2050/192960 (Epoch 1) d_real:0.0815, d_fake:0.0758, g_adv:0.8358, g_l1:1.9499 l1_w: 100.00, btime: 0.3938 s, mbtime: 0.3922 s
(Iter 2100) Batch 2100/192960 (Epoch 1) d_real:0.0129, d_fake:0.0035, g_adv:1.0934, g_l1:2.7678 l1_w: 100.00, btime: 0.3816 s, mbtime: 0.3921 s
(Iter 2150) Batch 2150/192960 (Epoch 1) d_real:0.0052, d_fake:0.0018, g_adv:1.0105, g_l1:1.9730 l1_w: 100.00, btime: 0.3922 s, mbtime: 0.3921 s
(Iter 2200) Batch 2200/192960 (Epoch 1) d_real:0.0083, d_fake:0.0144, g_adv:1.0737, g_l1:2.2481 l1_w: 100.00, btime: 0.3909 s, mbtime: 0.3920 s
(Iter 2250) Batch 2250/192960 (Epoch 1) d_real:0.0364, d_fake:0.0042, g_adv:0.9317, g_l1:2.0782 l1_w: 100.00, btime: 0.3815 s, mbtime: 0.3919 s
(Iter 2300) Batch 2300/192960 (Epoch 1) d_real:0.0176, d_fake:0.0254, g_adv:1.0945, g_l1:1.8123 l1_w: 100.00, btime: 0.3954 s, mbtime: 0.3919 s
(Iter 2350) Batch 2350/192960 (Epoch 1) d_real:0.0125, d_fake:0.0042, g_adv:1.0759, g_l1:2.7391 l1_w: 100.00, btime: 0.3928 s, mbtime: 0.3918 s
(Iter 2400) Batch 2400/192960 (Epoch 1) d_real:0.0035, d_fake:0.0014, g_adv:1.0563, g_l1:1.8327 l1_w: 100.00, btime: 0.3921 s, mbtime: 0.3917 s
(Iter 2450) Batch 2450/192960 (Epoch 1) d_real:0.0305, d_fake:0.0067, g_adv:0.9847, g_l1:1.3181 l1_w: 100.00, btime: 0.3927 s, mbtime: 0.3917 s
(Iter 2500) Batch 2500/192960 (Epoch 1) d_real:0.0082, d_fake:0.0030, g_adv:1.0235, g_l1:2.5012 l1_w: 100.00, btime: 0.3830 s, mbtime: 0.3916 s
(Iter 2550) Batch 2550/192960 (Epoch 1) d_real:0.0392, d_fake:0.0030, g_adv:0.9053, g_l1:1.7132 l1_w: 100.00, btime: 0.3928 s, mbtime: 0.3916 s
(Iter 2600) Batch 2600/192960 (Epoch 1) d_real:0.0046, d_fake:0.0018, g_adv:0.9985, g_l1:2.0489 l1_w: 100.00, btime: 0.3887 s, mbtime: 0.3915 s
(Iter 2650) Batch 2650/192960 (Epoch 1) d_real:0.0079, d_fake:0.0051, g_adv:1.0376, g_l1:1.7683 l1_w: 100.00, btime: 0.3886 s, mbtime: 0.3915 s
(Iter 2700) Batch 2700/192960 (Epoch 1) d_real:0.0040, d_fake:0.0034, g_adv:1.0245, g_l1:1.8838 l1_w: 100.00, btime: 0.3912 s, mbtime: 0.3914 s
(Iter 2750) Batch 2750/192960 (Epoch 1) d_real:0.0107, d_fake:0.0009, g_adv:0.9648, g_l1:2.2504 l1_w: 100.00, btime: 0.3968 s, mbtime: 0.3914 s
(Iter 2800) Batch 2800/192960 (Epoch 1) d_real:0.0076, d_fake:0.0039, g_adv:1.0350, g_l1:2.1303 l1_w: 100.00, btime: 0.3837 s, mbtime: 0.3914 s
(Iter 2850) Batch 2850/192960 (Epoch 1) d_real:0.0048, d_fake:0.0016, g_adv:0.9943, g_l1:2.0536 l1_w: 100.00, btime: 0.3817 s, mbtime: 0.3913 s
(Iter 2900) Batch 2900/192960 (Epoch 1) d_real:0.0061, d_fake:0.0032, g_adv:1.0621, g_l1:1.7163 l1_w: 100.00, btime: 0.3933 s, mbtime: 0.3913 s
(Iter 2950) Batch 2950/192960 (Epoch 1) d_real:0.0054, d_fake:0.0005, g_adv:0.9268, g_l1:2.1188 l1_w: 100.00, btime: 0.3822 s, mbtime: 0.3912 s
(Iter 3000) Batch 3000/192960 (Epoch 1) d_real:0.0223, d_fake:0.0004, g_adv:1.0192, g_l1:2.0688 l1_w: 100.00, btime: 0.3917 s, mbtime: 0.3912 s
(Iter 3050) Batch 3050/192960 (Epoch 1) d_real:0.0065, d_fake:0.0093, g_adv:1.0742, g_l1:2.2790 l1_w: 100.00, btime: 0.3938 s, mbtime: 0.3912 s
(Iter 3100) Batch 3100/192960 (Epoch 1) d_real:0.0142, d_fake:0.0005, g_adv:1.0142, g_l1:2.2853 l1_w: 100.00, btime: 0.3822 s, mbtime: 0.3911 s
(Iter 3150) Batch 3150/192960 (Epoch 1) d_real:0.0079, d_fake:0.0005, g_adv:1.0084, g_l1:2.2052 l1_w: 100.00, btime: 0.3827 s, mbtime: 0.3911 s
(Iter 3200) Batch 3200/192960 (Epoch 1) d_real:0.0070, d_fake:0.0023, g_adv:1.0148, g_l1:2.1344 l1_w: 100.00, btime: 0.3897 s, mbtime: 0.3911 s
(Iter 3250) Batch 3250/192960 (Epoch 1) d_real:0.0038, d_fake:0.0027, g_adv:1.0552, g_l1:2.3423 l1_w: 100.00, btime: 0.3819 s, mbtime: 0.3911 s
(Iter 3300) Batch 3300/192960 (Epoch 1) d_real:0.0040, d_fake:0.0012, g_adv:1.0321, g_l1:2.2018 l1_w: 100.00, btime: 0.3929 s, mbtime: 0.3910 s
(Iter 3350) Batch 3350/192960 (Epoch 1) d_real:0.0092, d_fake:0.0012, g_adv:1.0458, g_l1:1.9473 l1_w: 100.00, btime: 0.3970 s, mbtime: 0.3910 s
(Iter 3400) Batch 3400/192960 (Epoch 1) d_real:0.0059, d_fake:0.0004, g_adv:1.0043, g_l1:2.2335 l1_w: 100.00, btime: 0.3822 s, mbtime: 0.3910 s
(Iter 3450) Batch 3450/192960 (Epoch 1) d_real:0.0034, d_fake:0.0017, g_adv:0.9919, g_l1:2.3821 l1_w: 100.00, btime: 0.3924 s, mbtime: 0.3910 s
(Iter 3500) Batch 3500/192960 (Epoch 1) d_real:0.0066, d_fake:0.0003, g_adv:1.0302, g_l1:1.9148 l1_w: 100.00, btime: 0.3987 s, mbtime: 0.3909 s
(Iter 3550) Batch 3550/192960 (Epoch 1) d_real:0.0085, d_fake:0.0007, g_adv:0.9809, g_l1:2.5153 l1_w: 100.00, btime: 0.3918 s, mbtime: 0.3909 s
(Iter 3600) Batch 3600/192960 (Epoch 1) d_real:0.0068, d_fake:0.0016, g_adv:1.0247, g_l1:2.0627 l1_w: 100.00, btime: 0.3829 s, mbtime: 0.3909 s
(Iter 3650) Batch 3650/192960 (Epoch 1) d_real:0.0171, d_fake:0.0064, g_adv:0.8886, g_l1:2.1676 l1_w: 100.00, btime: 0.3819 s, mbtime: 0.3909 s
(Iter 3700) Batch 3700/192960 (Epoch 1) d_real:0.0055, d_fake:0.0007, g_adv:1.0315, g_l1:1.9745 l1_w: 100.00, btime: 0.3932 s, mbtime: 0.3908 s
(Iter 3750) Batch 3750/192960 (Epoch 1) d_real:0.0109, d_fake:0.0006, g_adv:1.0760, g_l1:2.1701 l1_w: 100.00, btime: 0.3624 s, mbtime: 0.3908 s
(Iter 3800) Batch 3800/192960 (Epoch 1) d_real:0.0139, d_fake:0.0029, g_adv:1.0989, g_l1:1.9995 l1_w: 100.00, btime: 0.3902 s, mbtime: 0.3908 s
